2015-07-03 01:05:43 67.213.118.194  browse   danmaku.us . "" "=Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
2015-07-03 23:27:47 42.156.136.28   diff     danmaku.us DMR.B10000 "" "YisouSpider"
2015-07-03 23:27:47 42.156.138.28   diff     danmaku.us DMR.B47861802 "" "YisouSpider"
2015-07-03 23:27:48 42.156.139.28   diff     danmaku.us DMR.B10092937 "" "YisouSpider"
2015-07-03 23:27:48 42.156.137.28   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 23:27:51 42.156.139.28   edit     danmaku.us Site.AllGroupHeader "" "YisouSpider"
2015-07-03 23:27:54 42.156.137.28   edit     danmaku.us PmWiki.PmWiki "" "YisouSpider"
2015-07-03 23:27:56 42.120.160.28   edit     danmaku.us PmWikiVi.PmWikiVi "" "YisouSpider"
2015-07-03 23:30:45 42.120.161.28   diff     danmaku.us Bilibili2.1108 "" "YisouSpider"
2015-07-03 23:30:46 42.156.138.28   browse   danmaku.us Bilibili2.1101 "" "YisouSpider"
2015-07-03 23:30:47 42.156.137.28   diff     danmaku.us Bilibili2.1062 "" "YisouSpider"
2015-07-03 23:30:48 42.120.160.28   diff     danmaku.us Bilibili2.1114 "" "YisouSpider"
2015-07-03 23:30:48 42.120.161.28   diff     danmaku.us Bilibili2.1101 "" "YisouSpider"
2015-07-03 23:30:50 42.156.136.28   diff     danmaku.us Bilibili2.1086 "" "YisouSpider"
2015-07-03 23:30:50 42.156.139.28   diff     danmaku.us Acfun2.1022 "" "YisouSpider"
2015-07-03 23:30:53 42.156.138.28   browse   danmaku.us Main.Talk "" "YisouSpider"
2015-07-03 23:30:54 42.156.136.28   diff     danmaku.us Acfun2.1023 "" "YisouSpider"
2015-07-03 23:30:55 42.156.139.28   diff     danmaku.us Bilibili2.1078 "" "YisouSpider"
2015-07-03 23:30:55 42.156.137.28   browse   danmaku.us Acfun2.1201 "" "YisouSpider"
2015-07-03 23:30:56 42.120.160.28   diff     danmaku.us Bilibili2.1047 "" "YisouSpider"
2015-07-03 23:30:59 42.156.137.28   edit     danmaku.us DMR.B123432 "" "YisouSpider"
2015-07-03 23:30:59 42.156.139.28   edit     danmaku.us DMR.B49293204 "" "YisouSpider"
2015-07-03 23:31:00 42.120.160.28   print    danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 23:31:02 42.120.161.28   print    danmaku.us Bilibili2.1028 "" "YisouSpider"
2015-07-03 23:31:02 42.156.138.28   edit     danmaku.us Bilibili2.1006 "" "YisouSpider"
2015-07-03 23:31:04 42.120.160.28   diff     danmaku.us Queue.1302699404 "" "YisouSpider"
2015-07-03 23:31:05 42.120.161.28   diff     danmaku.us PmWiki.WikiStyles "" "YisouSpider"
2015-07-03 23:31:06 42.156.138.28   edit     danmaku.us Site.LocalTemplates "" "YisouSpider"
2015-07-03 23:31:06 42.156.136.28   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 23:31:09 42.156.139.28   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 23:32:50 46.229.164.98   edit     danmaku.us Main.FNQ "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:33:06 42.156.137.28   diff     danmaku.us Bilibili2.1111 "" "YisouSpider"
2015-07-03 23:33:06 66.249.65.158   browse   danmaku.us Acfun2.1127 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2015-07-03 23:33:06 42.120.160.28   diff     danmaku.us AcfunN1.1003 "" "YisouSpider"
2015-07-03 23:33:07 42.120.161.28   diff     danmaku.us Main.FNQ "" "YisouSpider"
2015-07-03 23:33:07 42.156.138.28   diff     danmaku.us Bilibili2.1007 "" "YisouSpider"
2015-07-03 23:33:09 42.120.160.28   edit     danmaku.us AcfunN1.GroupFooter "" "YisouSpider"
2015-07-03 23:33:11 42.156.136.28   diff     danmaku.us Queue.1297779543 "" "YisouSpider"
2015-07-03 23:33:11 42.156.139.28   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 23:33:12 42.156.137.28   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 23:34:23 42.120.160.28   diff     danmaku.us Bilibili2.1085 "" "YisouSpider"
2015-07-03 23:34:25 42.120.161.28   diff     danmaku.us Bilibili2.1026 "" "YisouSpider"
2015-07-03 23:34:26 42.156.139.28   diff     danmaku.us Bilibili2.1014 "" "YisouSpider"
2015-07-03 23:34:27 42.156.137.28   print    danmaku.us Bilibili2.DMFWhite "" "YisouSpider"
2015-07-03 23:35:17 42.120.160.28   diff     danmaku.us Acfun2.1196 "" "YisouSpider"
2015-07-03 23:35:31 42.156.136.28   diff     danmaku.us Bilibili2.1071 "" "YisouSpider"
2015-07-03 23:36:50 46.229.164.102  print    danmaku.us Acfun2.1055 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:40:50 46.229.164.102  browse   danmaku.us Bilibili2.1110 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:41:33 123.125.71.104  browse   danmaku.us Site.PageActions "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-07-03 23:44:42 46.229.164.98   diff     danmaku.us Acfun2.1206 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:49:35 121.251.161.6   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.3; .NET4.0C; .NET4.0E)"
2015-07-03 23:49:35 121.251.161.6   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.3; .NET4.0C; .NET4.0E)"
2015-07-03 23:51:25 46.229.164.100  login    danmaku.us Acfun2.1134 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:53:09 46.229.164.98   browse   danmaku.us Acfun2.1119 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:55:10 104.197.76.148  browse   danmaku.us . "" "NerdyBot"
2015-07-03 23:56:39 46.229.164.101  browse   danmaku.us Acfun2.1138 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
